time_s,time_min,passengers,train_present,passenger_heat_W,train_heat_W,equipment_heat_W,piston_airflow_m3_s,target_ventilation_airflow_m3_s,leakage_airflow_signed_m3_s,total_mass_inflow_kg_s,total_mass_outflow_kg_s,air_density_kg_m3,air_temperature_K,internal_pressure_Pa,pressure_difference_Pa,co2_ppm,ventilation_airflow_m3_s,air_mass_kg,structure_temperature_K,structure_temperature_C,outdoor_temperature_C,outdoor_pressure_Pa,co2_moles,air_temperature_C,air_changes_per_hour,fan_power_proxy_W,cumulative_fan_energy_kWh
0.0,0.0,4.0,False,300.0,0.0,20000.0,0.0,15.0,0.0,29.109952535479017,29.499188069966458,1.1799675227986584,299.15,101325.0,0.0,600.0,25.0,15292.379095470611,298.65,25.5,30.0,101325.0,316.77417926623554,26.0,6.944444444444445,9375.0,0.0
5.0,0.08333333333333333,4.466666666666667,False,335.0,0.0,20000.0,0.0,15.0,-0.09491838332696301,27.432911440109596,27.68431992196482,1.1798225244330578,299.1865479076023,101324.92645306536,-0.07354693464003503,598.3529398763575,23.464817248906158,15290.499916652429,298.6501801573243,25.500180157324337,30.0,101325.0,315.8657829846913,26.036547907602312,6.518004791362822,7751.8039201838155,0.011893613833460982
10.0,0.16666666666666666,4.933333333333334,False,370.0,0.0,20000.0,0.0,15.0,0.016935805222103306,25.80924849768241,26.16818078862379,1.179690160977971,299.2203413050058,101325.00234139999,0.0023413999879267067,596.816354731148,22.165313105737866,15288.784486274504,298.6503661348202,25.50036613482024,30.0,101325.0,315.019286087045,26.070341305005797,6.157031418260519,6533.905693914688,0.021814245509918277
15.0,0.25,5.4,False,405.0,0.0,20000.0,0.0,15.0,0.01670439797933519,24.528403007506398,24.867643052290806,1.179566933062696,299.25160030053325,101325.00227785234,0.0022778523416491225,595.373489868593,21.065306597126312,15287.18745249254,298.65055748683636,25.500557486836385,30.0,101325.0,314.2248679058266,26.101600300533278,5.8514740547573085,5608.6017590881,0.03024654235228132
20.0,0.3333333333333333,5.866666666666667,False,440.00000000000006,0.0,20000.0,0.0,15.0,-0.02381834046426423,23.471924738079387,23.747289131232215,1.1794520324056024,299.28073258879357,101324.99536887067,-0.004631129326298833,594.0100732792265,20.134171190325905,15285.698339976607,298.65075383070035,25.500753830700376,30.0,101325.0,313.4747487002905,26.13073258879359,5.592825330646085,4897.252774936417,0.03754227466757613
25.0,0.4166666666666667,6.333333333333334,False,475.00000000000006,0.0,20000.0,0.0,15.0,-0.10453331157529172,22.648143199478877,22.81556253171409,1.179343722711329,299.3079684015918,101324.91079825936,-0.08920174064405728,592.7142993084474,19.345982085070812,15284.294646338825,298.6509548371275,25.500954837127495,30.0,101325.0,312.76221091960593,26.157968401591802,5.37388391251967,4344.337871289443,0.04396004594967742
30.0,0.5,6.800000000000001,False,510.00000000000006,0.0,20000.0,0.0,15.0,-0.039986678178937196,21.79611316195271,22.026837605729874,1.1792430025310268,299.3337575176059,101324.98694747403,-0.013052525973762386,591.4760505697157,18.678794411714417,15282.989312802107,298.65116022119656,25.501160221196585,30.0,101325.0,312.0821592682033,26.183757517605898,5.188554003254004,3910.18924250391,0.04969235644536725
35.0,0.5833333333333334,7.266666666666667,False,545.0,0.0,20000.0,0.0,15.0,-0.03259841042040417,21.129902275509835,21.35910937033389,1.1791471434049363,299.35810488044183,101324.99132525419,-0.008674745811731555,590.287209867761,18.114032239145967,15281.746978527974,298.6513697356697,25.501369735669698,30.0,101325.0,311.429570169043,26.20810488044185,5.0316756219849905,3566.1258001413994,0.054884241891648713
40.0,0.6666666666666666,7.733333333333333,False,580.0,0.0,20000.0,0.0,15.0,-0.03525473491457677,20.57634213930274,20.79379796925988,1.1790560054705308,299.38124012885174,101324.98985390748,-0.010146092521608807,589.1407609041102,17.635971381157262,15280.565830898078,298.6515831645572,25.501583164557246,30.0,101325.0,310.8006911970448,26.231240128851766,4.8988809392103505,3291.1631110034946,0.05964624807994378
45.0,0.75,8.2,False,615.0,0.0,20000.0,0.0,15.0,-0.07966403239536554,20.15685551782183,20.31516577013438,1.178968730277719,299.40327923820365,101324.94819299545,-0.05180700455093756,588.0308976849964,17.231301601484308,15279.43474439924,298.6518003184733,25.50180031847333,30.0,101325.0,310.19222131621416,26.253279238203675,4.786472667078974,3069.767631117324,0.06406356109530545
