sample,station_volume_m3,passenger_heat_W_per_person,passenger_co2_L_s_person,train_direct_heat_W,structure_outdoor_UA_W_K,structure_capacitance_J_K,base_airflow_m3_s,maximum_airflow_m3_s,leakage_coefficient,outdoor_temperature_C,scenario,maximum_air_temperature_C,mean_air_temperature_C,maximum_structure_temperature_C,maximum_co2_ppm,mean_co2_ppm,maximum_absolute_pressure_difference_Pa,mean_ventilation_airflow_m3_s,maximum_ventilation_airflow_m3_s,total_fan_energy_proxy_kWh,total_passenger_heat_kWh,total_train_heat_kWh,time_above_27_C_s,time_above_29_C_s,time_above_1000_ppm_s,time_above_1200_ppm_s,minimum_air_mass_kg,maximum_air_mass_kg,minimum_air_changes_per_hour,mean_air_changes_per_hour,maximum_air_changes_per_hour,solver_function_evaluations,solver_success,analysis_threshold_note
113,0.8152079255496467,80.98675134243777,0.00548067144893526,239097.72279509992,5444.718963676107,852881676.5620738,26.115365579347237,72.51197620000488,0.1911552236025853,30.101557517727308,baseline,30.15562453765392,28.993097220250792,26.13827560188571,600.0,453.4240744930805,5.22774237608246,40.93543380936151,47.437405989171324,43.18015113232987,11.392136355502913,58.36814743211929,3457.5,2207.5,0.0,0.0,12295.934919447878,12466.46863913738,8.51861743096059,13.948531999694417,16.16404454155637,12842,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
114,1.1998136649142026,83.68199902243049,0.004483419732300433,156898.84213612735,6459.122366386317,1581905942.8710327,36.70483295012173,80.95449424218747,0.33339308309017657,35.50015585276761,baseline,33.77831197556259,32.67882543838878,26.26227660133037,600.0,443.55472634474734,4.397777848280384,73.34414275173569,80.11943483794147,248.20200033670176,11.771267862488555,48.09328734974772,3542.5,3412.5,0.0,0.0,17882.675233726655,18348.00540779393,5.787935783296012,16.980447533117673,18.549045753438982,9200,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
115,1.1498741795754481,81.62016434382163,0.004920602049264999,237591.76497021824,7718.8290497007265,1280414378.372923,20.73579878369444,83.17544159917227,0.4649737289982224,28.754997915373956,baseline,29.038751458634408,28.090005354253904,25.841204190618612,600.0,467.9891032809093,1.3968315801466815,30.264625549095427,35.764851345619704,17.74854126124674,11.481236451030908,58.17990270400908,3057.5,85.0,0.0,0.0,17407.492421781757,17584.311866161002,5.013027553378565,7.311095926519738,8.639798254281045,87188,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
116,0.9450796023402677,71.65723063365462,0.005077887086638068,396911.12775829266,5124.570941840131,1086198418.0811076,26.367901505844397,67.9181309805362,0.2984347925209422,33.535201551300915,baseline,33.1427111546202,31.319900230661634,26.34864128395759,600.0,448.3268583410154,4.31396818702342,55.009594261974115,64.82223734857618,106.88505594741946,10.07978377580075,78.09482305251838,3522.5,3307.5,0.0,0.0,14115.78266409511,14452.515554383988,7.3479994989291475,16.168418842931263,19.05255070227216,10790,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
117,0.9543941893723142,95.75194945433846,0.00523918523736276,225498.2562259397,5200.789897527676,1304910802.1186893,20.94006198701766,108.83362705501082,0.4970536262664713,28.236166267494323,baseline,28.829900670998313,27.872086804216,25.785032690655555,600.0,466.04947940166477,1.177684439229779,29.179419374219076,34.638562117697916,15.815696724432394,13.469107556576944,56.66821411097426,2772.5,0.0,0.0,0.0,14458.18254131433,14594.957750395799,6.097113881572785,8.49271125167596,10.081602463233478,125954,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
118,0.8682833896116038,72.11134521834776,0.003913866715788545,175148.78157036405,5620.922720029648,803953940.8491185,17.803159291533667,115.23210561250187,0.3159862225827489,32.28752629430845,baseline,31.18834360183638,30.000398083204075,26.392129159062904,600.0,453.4973586764324,1.3172314376424765,38.66675616526416,45.62138548450658,37.823668090062334,10.143662560714251,50.37452977902732,3482.5,2872.5,0.0,0.0,13051.713188667354,13278.118756240852,6.018386506522138,12.370115252655902,14.59501267748339,28604,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
119,0.9035147324871365,85.91422113633618,0.004899089647059241,379166.3362866105,4241.654715442002,1787837221.714931,15.845276728694246,94.24538960147147,0.174610181974807,32.855208670707526,baseline,32.37439585477887,30.45691106770468,25.944176030311212,600.0,457.90648903922335,14.102056152696605,39.44085849135551,49.77708071042379,41.64961636167128,12.085267106511289,75.87672411855812,3477.5,2947.5,0.0,0.0,13529.516040143177,13816.889807536008,5.234701733176972,12.125750285463676,15.303532268859227,6374,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
120,1.1265528185670743,71.88647296129062,0.003657873397461384,309400.1746039319,4400.096965606854,1595456855.0236926,37.82653666176594,83.39742476525538,0.34024634547874344,30.364252017760467,baseline,30.42547627393992,29.28200076782825,25.872332020727754,600.0,445.56024388729674,2.9889409355964744,54.27097817828522,60.665133477198246,99.03625256442086,10.112030529888214,67.1559539082233,3472.5,2687.5,0.0,0.0,16976.749398983593,17227.672772598624,6.1643309838569955,13.381770892345218,14.958398477332535,19562,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
121,1.1518443514732688,69.01435000380059,0.005389779134556254,294076.72127402737,7427.383045224145,1102906298.0027542,28.520275166398385,98.44110728995672,0.49255636414852566,28.895503586913474,baseline,29.358149435329324,28.306089004569348,25.918922683184576,600.0,459.479143982823,1.8620195180265,39.255032270483916,45.116132129241315,37.881381550284985,9.708018567201282,65.24052224198523,3287.5,720.0,0.0,0.0,17419.11648448734,17614.44048170572,6.028978164942285,9.466709296914093,10.880167019753879,93554,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
122,1.0978135556596471,99.861088670765,0.003842618827515527,255618.314232808,7392.187268837585,1937611371.9919481,20.693181628158957,77.95515620733434,0.554320733621315,31.53992290151899,baseline,30.886365350546384,29.634529313442236,25.87509483272794,600.0,456.36134323171837,0.5913021098967874,39.36957223166422,46.6567268170625,39.68621650303034,14.047126473020942,60.4332213618328,3442.5,2692.5,0.0,0.0,16518.366005748703,16788.18106929385,5.337744464546601,9.961611632680421,11.805467173195025,50384,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
123,1.0580630993883235,94.26847403310089,0.005693196217344506,213018.58703534832,3255.862160528328,1681359465.4304624,30.24822946613998,65.5866778648473,0.19713993376251804,34.8121591272674,baseline,33.29251095507391,32.04829119079426,26.099754077564853,600.0,447.9831854353567,9.365086160731153,61.70932669133027,65.58671776208325,147.71508728899525,13.260432013989526,55.10825546215034,3537.5,3382.5,0.0,0.0,15794.568348576444,16180.302022774844,6.563355671754449,16.20081037358763,17.218758240621096,7976,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
124,0.8448453365810213,79.09742682978425,0.00521642473862748,243823.15646074427,5280.1524401452825,897851138.1426122,20.45900999536662,74.85221505826722,0.5470314659445579,33.26581733264779,baseline,32.25094709914231,30.83469373183914,26.440100485885807,600.0,451.94756467793474,0.665497720168787,46.26130493831678,54.42812084708255,64.22760050992699,11.126371374056319,58.958826640324844,3517.5,3227.5,0.0,0.0,12655.228927934311,12919.695164037445,7.067802563910895,15.210313564456083,17.895491402849228,55568,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
125,0.8308978355858668,88.8134277004757,0.0031711289443506234,186799.1316234588,4506.540232484173,1878818326.5460005,38.669441363473126,99.93657229856521,0.4159460025039893,33.96406275534476,baseline,32.80632871528752,31.733018678063488,26.029277650450524,600.0,437.20015954058255,1.9465709599171532,69.67614372431827,76.13416616909414,209.7773811308157,12.493088829866915,51.830823535664145,3552.5,3437.5,0.0,0.0,12423.644443586814,12706.404691385085,8.357759699238969,23.29345864069958,25.45244262972872,31196,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
126,1.061650572124277,62.32506380691072,0.0055298800080397625,275254.91150474397,4200.647401431658,1368880354.1534379,21.785343512771533,95.44280850282402,0.19775246686153686,30.333655555877353,baseline,30.131797456267066,28.958840231366896,25.896367389190516,600.0,462.48124129639956,7.231758221169002,36.44027020268303,43.10202656346454,31.126270101207847,8.767058975505442,62.8877960208248,3392.5,2332.5,0.0,0.0,16014.167664337983,16235.16301584771,5.7484504319839616,9.534490485197182,11.277519619813658,10064,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
127,1.0212338064806037,95.20456895366975,0.0054728180658370155,221528.82562257734,7285.71753696507,1953213547.8977323,33.45404592181826,92.80759649151824,0.46852427172926825,35.41102873924585,baseline,33.90545986247571,32.64243247858852,26.133460057590753,600.0,444.49189752764534,2.0996937618911033,69.90619724178866,77.49881916073913,215.27828077311577,13.392109366149544,56.17203528555397,3547.5,3422.5,0.0,0.0,15214.8618557598,15617.094513811864,6.800053425940263,19.01463504193923,21.079844429612358,28262,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
128,1.069505820203272,64.71193980282128,0.003293485257512146,261265.53763227165,4932.265849466247,928214614.8670623,39.60675768581311,96.5975274943103,0.5865914635173352,28.499750699707935,baseline,29.035835248050148,28.126232590232497,25.92997112629348,600.0,445.1641012098801,1.0176749367383309,49.178930110945025,54.29584969656516,72.96310700241226,9.10281286559686,61.13912428676576,3347.5,35.0,0.0,0.0,16191.081725832282,16355.288447360665,6.493133850477385,12.773015033345546,14.10200878420798,168770,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
129,1.1801490497917289,74.53130818127826,0.0035349013867182594,317336.4105229785,7202.525109951629,1340487975.6662555,31.760306405315617,82.38408172180823,0.3395078072629132,34.08637860904429,baseline,33.10711473800785,31.67916836111159,26.283181387273657,600.0,444.93782742934144,2.7100144078140147,62.49395136447229,70.73224597627224,154.96738799881777,10.484070684166475,68.14798339810413,3522.5,3337.5,0.0,0.0,17628.523521135197,18047.28665857454,5.884379134711833,14.709524138191872,16.648614094963254,10682,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
130,0.9992838366000284,86.36576297594684,0.0032523014665573366,342002.68926225416,3726.3914286715208,1948603737.0121574,37.58999055371348,77.05642214591359,0.54316389358264,33.28191258259664,baseline,32.79345116324396,31.311089665940482,25.965357466293938,600.0,440.24552671509184,0.9105963102920214,66.09534445973485,74.29405501148949,180.39041744641742,12.148783991949854,71.23126824051357,3537.5,3372.5,0.0,0.0,14942.15481438832,15281.427253263944,6.949421365677523,18.372975958411875,20.652027729586656,28058,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
131,0.816434266241918,65.41025073844432,0.004155327803681359,230547.79582417998,6416.998813381988,1428379125.5578341,17.760520900427867,103.97297768977727,0.45230521900179443,29.05568661832721,baseline,29.29556194046262,28.202101959521432,25.813273705661004,600.0,461.2032936988595,1.2723251169954892,27.96179905136487,34.10270283150109,14.210813939568684,9.201041937207835,57.2994065607543,3197.5,610.0,0.0,0.0,12349.205051405832,12485.222305903795,6.085401152773897,9.513523285725755,11.602860634885898,117200,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
132,0.8873058907042609,87.19196335682713,0.0056242733777911984,373350.15342066996,7650.5986007760275,1898212688.9630132,15.122675470139963,113.57168959403782,0.5734255821030416,34.685160065584164,baseline,33.66781859028373,31.61811161441054,26.073519209682274,600.0,456.2522387334401,0.9230406326823868,45.62333573982853,56.83899256907195,64.61565906669472,12.265002845527016,75.14970126031554,3512.5,3232.5,0.0,0.0,13229.942839909168,13569.01805429377,5.299042265053302,14.282728143008573,17.79387380650984,35906,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
133,0.8825844833070011,64.43501390432844,0.004849750707358991,356209.2134018275,6318.677465784665,821969044.7816015,31.717556977455448,93.76850078730054,0.5880594991424165,29.724253097863436,baseline,30.418268119873858,28.952936609989024,26.159186410328402,600.0,449.05464373295285,1.7754843145230552,46.25461286316948,53.91084922260361,61.96533194802801,9.0638586225422,73.00708375796025,3457.5,1912.5,0.0,0.0,13300.519751169075,13496.816502510714,7.868305613558885,14.557817201770774,16.967481502797543,116804,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
134,1.0764152516419125,72.78308631298948,0.00429323335624504,324538.230618273,7352.849813275418,956510355.9262216,27.443849701695775,67.13473998763052,0.43795027754034144,30.395694946540516,baseline,30.52004152429612,29.22393407918273,26.14286701309976,600.0,452.87994755738583,2.2721457552106585,43.62540898728084,50.774557713539046,52.61387556323412,10.238154141360521,69.04821091001594,3437.5,2672.5,0.0,0.0,16216.113951632668,16460.95009225452,6.451454895173327,11.257894334597255,13.102790756450883,38834,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
135,1.0781539908925242,85.66702522606923,0.005435441979961993,318271.8689476246,4122.972563340432,922367554.4844105,24.48271558587994,104.35640337950444,0.4533331475384692,32.723449710760576,baseline,32.09566630852612,30.61748925895944,26.347673756566394,600.0,454.1818177412168,1.1578150925925002,48.96309235450896,57.325586938912,75.75837562262589,12.050494881800406,68.26491570118488,3497.5,3142.5,0.0,0.0,16158.379921053105,16487.53955202305,6.335108165660069,12.614950278210678,14.769480319333288,23522,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
136,1.0318734146577693,66.82707022142633,0.005942573914336098,168071.4781892064,3486.356580433845,862494478.2447865,16.373848807633138,104.917914546021,0.15268609202154815,35.909875868561436,baseline,33.77542891555845,32.26881975328655,26.68277345621715,600.0,456.4956860100805,16.627824478418916,50.72426054464039,59.6770280119695,87.73465642384656,9.400341211147305,49.489866856382605,3517.5,3287.5,0.0,0.0,15378.814810649345,15779.799435484349,4.868545743596141,13.654845810892732,16.064908728213517,4442,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
137,0.9163767929668062,90.64914720199204,0.004502442719674163,398433.1347853436,5940.255802541149,1411340772.3302846,37.11496450419569,95.39994913808057,0.4951765506274479,32.577248727510685,baseline,32.630367059356786,30.9223173969769,26.125790226149547,600.0,442.38990051884684,1.906183293860522,63.31321096134377,72.3926801628995,158.65565494549503,12.751313373080215,78.28507393089976,3532.5,3342.5,0.0,0.0,13709.858378435452,14013.581312339988,7.578153983975882,19.191890475400506,21.944115103486745,27170,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
138,0.9373118535654928,96.19636306830108,0.004608312050769085,185667.70644808677,5963.401336887453,973511143.4050367,38.25456699166702,71.65280856799636,0.34347084252985954,30.124054522618746,baseline,29.971636200121566,29.10516409605723,26.087832877149594,600.0,445.2836908668629,0.6987172475783154,53.64370356216545,58.85231672391985,95.03002684353902,13.531621738274351,51.68939538874265,3487.5,2672.5,0.0,0.0,14145.915706541427,14333.728195401753,7.4088942949223195,15.897621171209268,17.44122374475245,32714,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
139,1.057433939453355,80.94306598061542,0.003433186873115989,197630.87972179064,6793.227942507952,1065491794.5659475,38.00862110447358,64.21529490868481,0.49069000884892666,31.384948644790395,baseline,30.830161346610566,29.897090142552333,26.178383009784056,600.0,442.99689586404037,0.5255181545362575,58.10338742238721,63.7290756211483,121.43767588223264,11.385991281273235,53.18479204795564,3507.5,3127.5,0.0,0.0,15913.720902258283,16170.680670537622,6.5672607860822065,15.263203910303423,16.741018370401388,43202,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
140,1.0771945646317012,63.2905186387042,0.005725698176517142,352792.74944876635,4528.141231388652,1119627744.4561162,28.992611211541856,72.79307095588037,0.22582835601962964,32.7765815329308,baseline,32.27368942170324,30.765359923210124,26.234216154602677,600.0,451.41503306937824,5.583906353596831,54.31675183680086,62.68040026431915,101.95942193477822,8.902866288511058,72.58002576382759,3507.5,3227.5,0.0,0.0,16134.954679024597,16472.867641928395,6.446787490817677,14.006742251333437,16.163488813738304,7070,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
141,0.826248865369245,71.19799897172166,0.004769770669118668,382011.35574069025,7153.991543469995,1129280466.496938,23.570300327869546,108.90828864202105,0.31177426349810394,33.31624341031312,baseline,33.01122227122261,31.112832317683967,26.334918133303972,599.9999999999999,447.7528323113012,3.800131383104599,51.004320418692856,61.08562872136983,85.66038185908867,10.015185188688847,76.23235155031809,3527.5,3292.5,0.0,0.0,12346.152172111819,12635.310876428955,8.069023172340927,17.147214812378245,20.536464147273012,13466,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
142,0.8042701586552378,80.45754886283483,0.005168723661911803,393568.16713189334,3385.2550959544537,1049888328.2561033,23.861930135495612,88.63893984715065,0.5978492780954536,35.217526680643616,baseline,34.55905755005284,32.492848023422724,26.501887051293636,600.0,445.4378497402825,1.099196664916235,59.499232067650155,70.53795381580149,135.94768211483503,11.317695206705432,77.67695297421848,3547.5,3402.5,0.0,0.0,11957.12076524882,12299.20416133019,8.399520661475954,20.54976712162329,24.36230643283641,36008,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
143,0.8103574249444097,60.827235034269584,0.005397574654090024,323844.8728260087,4772.8035223875395,1534790518.137175,15.860103783912356,92.36711381964344,0.2805887045242671,30.707984055244143,baseline,30.734505174704452,29.131360340700855,25.880938652750785,600.0,463.4865144156157,5.7461022650823,31.58267866917575,40.14050371800265,21.187231444366546,8.556364394820589,68.9615411859829,3407.5,2437.5,0.0,0.0,12199.48168935234,12392.292945079287,5.651650087370486,10.826045430008971,13.759533236130093,19748,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
144,1.0084258524113547,68.88400774514908,0.004207752659768685,230259.6740800633,6717.428969308598,867276603.730885,18.6756402442246,91.82001798997794,0.4850349250849344,31.816904607025872,baseline,30.997159701102134,29.75821623297775,26.31048907982887,600.0,457.38322737216794,0.495952178913285,38.095065490471626,45.31559141327644,36.31099518914602,9.68968375615097,57.26339134273971,3452.5,2697.5,0.0,0.0,15167.845086344976,15421.230424747533,5.319988908922568,10.493545569997494,12.482488674170709,41000,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
145,0.8929819987462811,72.57723635187395,0.004399104111668397,272823.77843957546,4463.616455776165,946961291.755414,19.55933815207807,108.47948749883469,0.20914239942130675,28.316314376755287,baseline,29.10468558111245,27.95377302331235,25.891238517299428,600.0,463.0090350665439,9.637500640092185,28.289135993957785,34.480217774285656,14.628473870130579,10.209197913496936,62.583904387678736,2742.5,110.0,0.0,0.0,13516.148188643348,13655.819250259192,6.088590327977683,8.799833975026885,10.725678999220467,29858,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
146,1.1428559576636936,91.28532601573357,0.004033260809828953,329881.3244720218,5643.637525769305,1911598394.8683295,35.75480720691917,90.21205168897578,0.32043868252179974,33.46018594047641,baseline,32.760836546589246,31.3515681040222,26.00505612900622,600.0,444.20218801896704,2.7044307462056167,64.51351672829789,72.51723660003948,168.6972564140944,12.840802526213187,69.71609764173454,3527.5,3337.5,0.0,0.0,17090.853999350038,17476.986556110314,6.076395190379691,15.68038491049236,17.625735507844244,10094,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
147,1.0973295303807504,72.97177399366859,0.0045931074791901476,352247.16394530796,3048.09217378113,1182549683.244144,30.935550412969008,70.47941429810153,0.4590048852341281,35.43689998745202,baseline,34.316699835973566,32.6693635947391,26.409410771164573,600.0,445.1018736399094,2.1542713487287983,65.88002295211676,70.47941542859769,180.59650522327,10.264696208442714,72.5118275758953,3537.5,3397.5,0.0,0.0,16326.894858470516,16780.77917123717,6.328494998248035,16.676855829477468,17.841145120773035,17408,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
148,0.9186657893919151,94.11560546549453,0.003860648782738555,269158.1956741721,6239.558787585243,1805018913.3500376,18.926665961261566,119.51484045230863,0.16845865678795852,31.481584280545896,baseline,30.98508542977146,29.6081742096074,25.885875071489636,600.0,454.72939739701815,7.095885802060366,37.459152963149,45.23661455734649,34.38570163610867,13.23892850214623,62.12570654200332,3457.5,2692.5,0.0,0.0,13818.48209936986,14048.58551342093,5.921184213173877,11.326556825882127,13.678234686683075,6890,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
149,0.9057995689261112,93.05601394566986,0.005162736026216646,316049.1454052045,5386.780306925248,1034011460.2109193,36.97711477222585,94.38796959320665,0.3215986231318093,28.125588684392067,baseline,29.219732120311846,28.00789155420853,25.871405788391485,600.0,449.4419140778493,5.83311355994374,45.87324833049903,52.21600866184827,59.52283630402566,13.089879295024225,67.98707525838236,3267.5,200.0,0.0,0.0,13704.862106837843,13851.830392531954,7.66664578199962,14.067757832785661,16.012865702408586,70292,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
150,1.111823151605875,77.68435393755804,0.003899976981985817,378579.4664515427,4948.327137057789,1742669550.8608088,22.22283649957248,72.27179410285909,0.2384900495650235,31.530296863976,baseline,31.359045707743576,29.79261372906911,25.89951559900254,600.0,455.0062830545749,9.487225454577128,41.82399677409703,50.384542825092815,47.693669399836935,10.92759912054983,75.80336538917466,3452.5,2697.5,0.0,0.0,16704.096989379254,17002.421121477935,5.625158812065842,10.449302899398477,12.588068813002046,9392,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
151,1.0799599523089816,95.29372564171457,0.005807954704998181,370987.64377975056,5511.362494904608,1931379730.933524,19.383642266243044,114.4732934031654,0.4609503287397776,35.50593241906322,baseline,34.20746365784254,32.30233790874971,26.08709549516425,600.0,454.53457128933,1.973270839691395,53.91780829872554,64.64616225858096,104.52269670861789,13.404650740267849,74.85438755520062,3517.5,3302.5,0.0,0.0,16074.19294286226,16515.15699863531,5.306342322516876,13.86826329980722,16.627715921925788,18392,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
152,0.9676021458238075,86.85572401347068,0.00301244197987138,385703.5421516184,4476.478669063425,1146838814.5639806,35.36302515908053,99.37848417027949,0.35637057286157137,34.65563645152416,baseline,34.099478844248836,32.35843357160281,26.4283668885123,600.0,439.04834261198863,3.0520260856865207,70.11041257574809,79.61538615826154,217.05743581580433,12.217705177894874,76.6938748516841,3547.5,3417.5,0.0,0.0,14406.977887188923,14796.938827528502,7.176962633264944,20.12719245035731,22.855866059632085,11840,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
153,1.1972483500693816,86.79951957291539,0.003278111974752284,264471.49413428275,5345.04547014785,1437886562.5469856,19.885834184270823,67.96096974594886,0.2762795672978533,31.64574238160152,baseline,30.90970967435402,29.649745447131913,25.973469253538212,600.0,457.3857623416197,2.650456018091063,38.65738060435245,46.01654834405562,37.92416846038666,12.209799086590097,61.53986884951715,3427.5,2692.5,0.0,0.0,18013.083298143338,18308.775640687694,4.701178761211572,8.969034100873477,10.676460351166657,11978,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
154,1.090708794916119,98.64861977816005,0.003929490216104873,388308.8167082927,7034.875631387542,1397295853.3129396,33.1590771041583,70.81201381336355,0.22085869354980467,34.53646359587733,baseline,33.865890313907414,32.15836059412865,26.303962408144116,600.0,443.46843382157607,7.112048817158211,65.63089655388715,70.81204379667092,177.98974729503715,13.876572515461183,77.01953417126838,3537.5,3382.5,0.0,0.0,16252.523259844138,16679.532374621198,6.366909735039322,16.714639767532113,18.034155640282194,5726,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
155,0.8052533164342484,89.0619619236046,0.0055527299856159345,374352.6742691378,4698.602251431069,1703592250.5144188,31.202518051417726,113.13704562439793,0.4749472319707917,35.54883243764799,baseline,34.81771101016949,32.91420894473893,26.195323571006895,600.0,442.43572653853715,2.158057555760024,69.2931191802674,79.53340931834263,210.2845972184144,12.528049310587047,75.27501636637403,3552.5,3452.5,0.0,0.0,11961.634968274602,12314.23898279748,8.623925294955903,23.903147330604092,27.435607216581467,23222,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
156,1.0234558905002666,75.99768833414161,0.0059483680219472096,366975.3705379969,3327.5767839371383,1903308424.4821403,28.802707175114886,100.01331313343782,0.17855296349463398,32.81300832232904,baseline,32.37708585892119,30.782626625517604,25.92944769848077,600.0,451.18722372007585,9.580497639981331,54.23479550941167,62.94034357529877,101.4157984723765,10.69034149233592,74.35285339998141,3512.5,3247.5,0.0,0.0,15325.20072278431,15651.075465022535,6.785289438365527,14.719951406477003,17.08273794034289,5354,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
157,0.9768138733778196,76.14297034731598,0.005577469958934069,183788.97762343197,5500.469793158838,1864675308.3192644,29.42148395214575,61.54642110353197,0.25164827142231744,28.857955499513874,baseline,28.95899346621428,28.159177793289807,25.731650027151602,600.0,456.65334725449173,2.0328090350813,39.273696440539915,44.015078897758144,37.48289946476841,10.710777828855779,51.4545542856608,3337.5,0.0,0.0,0.0,14791.498430121175,14937.808057408643,7.109281137081495,11.168309971527803,12.51662280619943,29126,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
158,1.0678548669677697,65.2077222829298,0.0038810383448479825,213941.82251210313,5952.508164010821,1687043457.235702,25.103787180596782,97.27502415746946,0.4934201011117896,34.34294117575594,baseline,32.789045341556914,31.52375867539753,26.09908398185729,600.0,447.62023209404884,1.3679166103975149,54.96695756154736,62.464591766896305,106.52615540290763,9.172552934465457,55.2236598967447,3522.5,3312.5,0.0,0.0,15967.568966122528,16330.04144461447,6.503172537072909,14.298384354428277,16.248720708718025,37634,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
159,0.8995142039648987,86.60828334980359,0.004411914684912957,211346.38718055532,3513.8365162080836,933677029.0520003,38.41304285747291,62.993265772575675,0.4617129238149499,32.10225124799724,baseline,31.493381677352545,30.446154612903257,26.289218685314495,600.0,442.33913818394285,0.7920882876642281,60.3091209322812,62.99326571244012,134.9136226236336,12.182898524539036,54.89923048030121,3532.5,3312.5,0.0,0.0,13507.650516455078,13755.712208791703,7.720216550038419,18.623978941586632,19.452866099765917,41270,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
160,0.9753640255944973,62.827106735718964,0.0033331454061358724,178431.81125556713,5805.85341795773,1575498249.502134,33.57419844885155,76.40267716964367,0.31763089055472804,30.897091726720994,baseline,30.312432602091917,29.43051259703327,25.910648266118358,600.0,444.3089169539142,1.0127477805508533,50.93320694668132,56.2077497763481,81.85312557470894,8.837679680824467,50.78490848967769,3492.5,2697.5,0.0,0.0,14703.656905871218,14915.636435475353,7.1198488586983855,14.505469413967107,16.00762732380546,21350,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
161,0.8773713739159993,60.9346263879153,0.0052955256485254405,276342.7701691978,5412.33054748903,1907197516.2964578,36.1292823640309,82.03625453201695,0.34643798824652416,32.52683413909904,baseline,31.972447959577494,30.689132871936824,25.94552566004296,600.0,444.17642810019515,1.7703750402433798,60.948463703533406,68.12725584262452,140.79486692233078,8.571470778566752,63.02377835388153,3532.5,3337.5,0.0,0.0,13154.477966444229,13417.09565743736,7.91505701109108,19.296422598075296,21.56924456014244,16370,True,"27/29 °C and 1000/1200 ppm are illustrative experiment targets, not universal regulatory limits."
